element,system,code,display,occurrences
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V552,Attention to ileostomy,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V5811,Encounter for antineoplastic chemotherapy,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V5832,Encounter for removal of sutures,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V5863,Long-term (current) use of antiplatelet/antithrombotic,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V5881,REMOVAL VASCULAR CATHETER,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V6402,Vaccination not carried out because of chronic illness or condition,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V641,Surgical or other procedure not carried out because of contraindication,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V643,Procedure not carried out for other reasons,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V6441,Laparoscopic surgical procedure converted to open procedure,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V7189,OBSERVATION FOR OTHER SPECIFIED CONDITIONS NOT FOUND,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V7283,Other specified pre-operative examination,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8521,"Body Mass Index 25.0-25.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8523,"Body Mass Index 27.0-27.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8533,"Body Mass Index 33.0-33.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8535,"Body Mass Index 35.0-35.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8536,"Body Mass Index 36.0-36.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8537,"Body Mass Index 37.0-37.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8541,"Body Mass Index 40.0-44.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8542,"Body Mass Index 45.0-49.9, adult",1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V860,Estrogen receptor positive status [ER+],1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8739,Contact with and (suspected) exposure to other potentially hazardous substances,1
Condition.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V8801,Acquired absence of both cervix and uterus,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00641047725,,5
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121054410,,4
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904224461,,4
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002821501,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00224185530,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00245004101,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338001704,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338004902,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338004904,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338011704,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406055262,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409662502,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00456066270,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00641049325,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904399061,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00944049101,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50242004413,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323031110,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323031119,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323054011,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66689040150,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,76439034310,,3
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DOBUBASE,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002411533,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002751001,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00004080085,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00006473900,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00008092355,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00009003928,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00023050601,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00023917705,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054022463,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054023755,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054864816,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00056016975,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074612290,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00087277331,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00088222033,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093046301,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121065721,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121174410,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143967310,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143968025,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143968125,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143987510,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00264310311,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00264310511,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338001702,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338001703,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338004903,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338043103,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338055318,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338080704,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338105102,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338105548,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406035762,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406051262,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409128331,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409148402,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409163802,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409180001,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409198530,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409468823,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409610204,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409610210,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409651001,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409665305,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409724101,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409733201,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00517571025,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00603155404,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781315295,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781320895,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904198861,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904404073,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904627761,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00944049302,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00998061505,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10019016312,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,11845011831,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,11917007645,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,24987024256,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,25021012120,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,25021040010,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,42292000120,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,43825010201,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,44567023610,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50474059540,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079025520,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079028620,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079029920,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079038620,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079041720,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079045120,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079045320,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079077420,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079078820,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079088120,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079090620,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079099120,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,57664037708,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,58177022211,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505075304,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61553011841,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61553020648,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62584073301,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323001302,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323018410,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323026201,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323031461,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323037601,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323049289,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323050830,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323061401,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323096520,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65649020175,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65649030303,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66758016013,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,67467064301,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084025901,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084028401,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084035401,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084044701,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084096601,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68094020462,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68094050361,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,69543037910,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,71019028507,,2
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,5000MLBAG,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ACETSOLN,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BAG,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BAG100,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BAG3000mL,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BAG50,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BAG500,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BUP01ED,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BUPI0.1CADD,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CADDNS250,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CADDNS250B,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CHEMOSYR,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CIPROBASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DEXTRANBAGNS,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DOPABASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DUPLEX50,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ESMOB100,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENT2I,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENTSOLN50,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUCBASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUCBASE2,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUCBASE3,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FRBD100,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FRBD50,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GENTBASE1,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HEPBASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HEPBASENS,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INSULIN,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INSUPUMP,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ISONACL,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,IVIGBAG,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KCLBASE,,1
Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KCLBASE2,,1
